Site,Latitude,Longitude,Palaeolatitude,Palaeolongitude,Depth,Age,Epoch,Stage,Age Model,GDGT Data,ABS_GDGT_0,ABS_GDGT_1,ABS_GDGT_2,ABS_GDGT_3,ABS_Crenarchaeol,ABS_Cren,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.03,0.0017682,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),15980,2584,4108,598,23689,2390,0.323816085,0.05236175,0.083243835,0.012117773,0.48002999,0.048430566
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.03,0.0017682,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),16004,2466,2973,809,23879,1261,0.337694126,0.052034099,0.062732107,0.017070392,0.503861411,0.026607866
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.03,0.0017682,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),83670,21135,28398,3142,153736,9003,0.279754183,0.070665766,0.094949914,0.01050541,0.514022816,0.030101911
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.04,0.0021211,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),16488,4247,5064,629,30680,1821,0.279794329,0.072069779,0.08593392,0.010673862,0.520626517,0.030901593
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.04,0.0021211,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),108512,18373,22609,2139,143426,9239,0.356597809,0.060378313,0.074298878,0.007029294,0.471334021,0.030361685
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.04,0.0021211,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),21186,4236,5456,987,40512,2943,0.281279873,0.056240042,0.0724376,0.013104089,0.537865109,0.039073287
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.05,0.0024741,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),8119,1769,1870,387,17670,1172,0.262013102,0.057088456,0.060347888,0.012489108,0.570239133,0.037822313
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.05,0.0024741,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),27130,6769,7488,897,41670,3105,0.311627747,0.077751869,0.086010636,0.010303357,0.478640922,0.035665468
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.05,0.0024741,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),18088,4304,4521,887,36950,2354,0.269551741,0.064139247,0.067373033,0.013218288,0.550637816,0.035079876
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.05,0.0024741,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),168073,43177,51088,6810,396085,32583,0.240855756,0.061874477,0.073211276,0.00975902,0.567606647,0.046692824
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.06,0.0028271,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),177667,43380,56463,7835,446068,36776,0.231280323,0.056470478,0.073501443,0.010199313,0.580674808,0.047873635
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.06,0.0028271,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),198678,52074,62535,9613,431476,34170,0.251954864,0.066037999,0.079304188,0.012190792,0.547179239,0.043332919
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.06,0.0028271,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),159162,43844,51228,6390,367510,27307,0.242831925,0.066892367,0.078158065,0.009749161,0.560706456,0.041662026
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.06,0.0028271,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),204344,59271,69892,8406,495494,36349,0.233868494,0.067834727,0.079990295,0.009620535,0.56708509,0.041600859
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.06,0.0028271,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),211402,60731,74891,8188,572689,44903,0.217312018,0.062428814,0.076984675,0.008416906,0.588699265,0.046158322
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.06,0.0028271,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),327614,61962,63857,11312,398618,25148,0.368722503,0.069736897,0.071869679,0.012731412,0.448635976,0.028303533
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.06,0.0028271,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),188173,41589,35452,4335,224008,18751,0.367304434,0.081179681,0.069200559,0.008461707,0.43725259,0.036601029
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.07,0.0031800,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),146017,27523,26307,3311,166690,13421,0.380977851,0.071811182,0.068638476,0.008638841,0.434916469,0.035017181
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.07,0.0031800,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),188474,35401,36633,10475,228935,16368,0.365057352,0.068568584,0.070954858,0.020289142,0.443426705,0.031703358
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.07,0.0031800,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),169878,31434,28696,3386,164415,14458,0.412058205,0.076246704,0.069605377,0.008213124,0.398807084,0.035069506
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.08,0.0035330,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),177521,37083,28885,5796,195560,13093,0.387652914,0.080978211,0.063076224,0.012656735,0.427044709,0.028591207
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.08,0.0035330,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),669094,129740,121247,16216,745735,56978,0.384755694,0.074605666,0.069721853,0.009324846,0.428827321,0.032764619
07MC (Cocos Ridge),6.24,-86.2,6.2,-86.2,0.08,0.0035330,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),198404,40648,34524,3617,251318,17154,0.363600378,0.074492592,0.063269588,0.006628609,0.460571963,0.031436871
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.01,0.0022751,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),211907,39134,38699,4661,220954,17057,0.398013193,0.073503227,0.07268619,0.008754498,0.415005672,0.032037219
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.01,0.0022751,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),352223,68803,66939,6724,361903,29507,0.397498474,0.07764708,0.075543478,0.007588317,0.408422761,0.033299891
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.01,0.0022751,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),194587,40475,33207,5921,208348,12447,0.393116963,0.081770155,0.067086881,0.011961979,0.420917806,0.025146217
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.02,0.0025172,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),186785,33879,38563,5220,205771,15673,0.384417493,0.069725515,0.079365537,0.01074315,0.4234921,0.032256206
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.02,0.0025172,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),193494,36519,31228,6273,204110,14057,0.398397302,0.075191329,0.064297347,0.012915885,0.42025527,0.028942866
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.02,0.0025172,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),222012,42410,43085,6135,247533,18370,0.38307983,0.073178097,0.074342803,0.010585891,0.4271161,0.03169728
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.02,0.0025172,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),253521,55390,50796,6537,271422,19986,0.385494152,0.084223875,0.077238418,0.009939907,0.412713715,0.030389933
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.03,0.0026987,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),229401,50699,38738,4594,237586,19063,0.395463737,0.087399863,0.066780329,0.007919584,0.409573835,0.032862652
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.03,0.0026987,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),142794,30216,26648,4120,145393,10491,0.39702276,0.084012211,0.074091786,0.0114552,0.404248989,0.029169053
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.03,0.0026987,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),270804,60222,49258,6221,332582,21862,0.365482645,0.081276849,0.066479609,0.008395989,0.448859503,0.029505405
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.04,0.0029408,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),319498,61184,58165,7432,358445,28295,0.383542272,0.073448505,0.069824338,0.008921765,0.430296308,0.033966812
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.04,0.0029408,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),314914,59325,54767,8730,362815,28504,0.379846934,0.071557376,0.06605955,0.010530061,0.437624766,0.034381314
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.04,0.0029408,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),247870,44965,46561,4277,276276,20850,0.386813962,0.070170209,0.07266085,0.00667448,0.431142995,0.032537504
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.05,0.0032435,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),190185,37719,34750,3872,189383,15881,0.403113673,0.079948706,0.073655652,0.008207041,0.401413765,0.033661163
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.05,0.0032435,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),225068,45057,43140,4862,260123,19802,0.376335168,0.075339603,0.072134196,0.008129728,0.434950473,0.033110833
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.05,0.0032435,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),68558,15064,12333,1559,86113,7246,0.359181236,0.078921587,0.064613644,0.008167735,0.451153385,0.037962415
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.05,0.0032435,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),71914,14557,14351,2247,76881,7058,0.384550394,0.07784159,0.076740033,0.012015529,0.411110755,0.037741701
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.06,0.0034250,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),116098,24765,22823,2948,125389,8392,0.386458732,0.082435964,0.075971573,0.009813092,0.417385949,0.02793469
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.06,0.0034250,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),198290,40728,38211,8691,242604,17384,0.363229702,0.074605978,0.069995311,0.015920265,0.444404552,0.031844194
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.06,0.0034250,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),180356,36829,36578,8325,203829,13208,0.376427863,0.076867206,0.076343334,0.017375424,0.425419254,0.027566919
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.07,0.0036671,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),159487,29200,28202,3707,171965,17711,0.388734791,0.071172295,0.068739763,0.009035469,0.41914876,0.043168922
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.07,0.0036671,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),396685,78194,86128,9537,536163,40835,0.345682337,0.068140425,0.075054334,0.008310807,0.467227343,0.035584754
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.07,0.0036671,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),304373,63943,58704,6417,364701,27188,0.368791241,0.077476052,0.071128257,0.007775109,0.441887206,0.032942134
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.08,0.0039093,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),480029,96176,89135,8635,557293,44847,0.376164374,0.075366248,0.069848721,0.006766632,0.436710641,0.035143384
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.08,0.0039093,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),371945,79650,82178,8725,509130,37590,0.341478933,0.073125857,0.075446788,0.008010334,0.46742709,0.034510998
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.08,0.0039093,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),589166,113091,108475,12496,673694,51159,0.380578277,0.073052379,0.070070623,0.008071929,0.435180071,0.03304672
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.09,0.0041514,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),674975,138508,125910,14306,748197,60577,0.382970406,0.078587303,0.071439392,0.008117004,0.424515439,0.034370456
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.09,0.0041514,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),265076,53210,56559,6456,341159,23241,0.355472234,0.071355677,0.075846754,0.008657626,0.457501063,0.031166647
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.09,0.0041514,Holocene,Meghalayan,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),253819,59227,54522,5935,323224,20688,0.353796617,0.082556122,0.075997853,0.008272757,0.450539785,0.028836866
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.1,0.0045145,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),278986,63434,57258,6513,364938,29830,0.348314957,0.079197562,0.071486805,0.008131502,0.455626318,0.037242855
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.1,0.0045145,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),260635,52542,46731,4272,283633,21909,0.389168939,0.078453448,0.069776713,0.006378766,0.42350856,0.032713574
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.1,0.0045145,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),422604,95520,96979,10973,507484,34817,0.361701745,0.081754434,0.083003174,0.00939166,0.434349529,0.029799457
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.12,0.0049987,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),508035,112354,117978,13447,716632,56347,0.33318293,0.073684756,0.077373125,0.008818902,0.469986418,0.036953868
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.12,0.0049987,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),464086,106968,104389,11393,612153,46384,0.344949691,0.079508062,0.077591122,0.008468284,0.455006158,0.034476684
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.12,0.0049987,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),503856,115557,109191,13495,670169,50121,0.344543073,0.079019331,0.07466618,0.009228051,0.458269995,0.03427337
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.14,0.0054829,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),287134,68498,70023,7814,419913,32262,0.324209276,0.077342589,0.0790645,0.008822958,0.474132947,0.036427729
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.14,0.0054829,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),249708,57683,52514,6154,290719,24125,0.36673065,0.084715444,0.077124054,0.009037998,0.426960962,0.035430891
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.16,0.0059671,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),251254,56160,49603,5742,275757,20258,0.381396351,0.085249266,0.075295928,0.008716191,0.418591201,0.030751062
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.16,0.0059671,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),308134,78651,91446,11685,589670,62052,0.269905171,0.068893117,0.080100697,0.010235293,0.516512239,0.054353482
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.16,0.0059671,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),0.2615,0.053,0.0452,0.0063,0.5235,0.0264,0.285511519,0.057866579,0.049350366,0.00687848,0.571568949,0.028824107
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.18,0.0064513,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),0.21387,0.070294,0.0791,0.016669,0.575562,0.0445,0.213871069,0.070294351,0.079100396,0.016669083,0.575564878,0.044500223
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.18,0.0064513,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),0.275558,0.063844,0.074965,0.015899,0.535464,0.0343,0.275549734,0.063842085,0.074962751,0.015898523,0.535447937,0.034298971
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.18,0.0064513,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),0.235583,0.075737,0.084693,0.015615,0.547097,0.0413,0.235577111,0.075735107,0.084690883,0.01561461,0.547083323,0.041298968
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.2,0.0069355,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),0.234875,0.066247,0.072817,0.015823,0.569395,0.0408,0.2348851,0.066249849,0.072820131,0.01582368,0.569419485,0.040801754
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.2,0.0069355,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),0.231092,0.068871,0.080903,0.015766,0.564245,0.0391,0.231097315,0.068872584,0.080904861,0.015766363,0.564257978,0.039100899
09MC (Carnegie Ridge),-0.86,-85.59,-0.9,-85.6,0.2,0.0069355,Holocene,Northgrippian,Marcantonio et al. (2014); Hertzberg et al. (2016),Hertzberg et al. (2016),0.228921,0.069771,0.080259,0.018834,0.565461,0.0368,0.22891047,0.069767791,0.080255308,0.018833134,0.56543499,0.036798307
DSDP 588,-26.11,161.23,-26.1,161.2,0,0.0000000,Holocene,Meghalayan,Auderset et al. (2022),Auderset et al. (2022),0.236309,0.070893,0.076894,0.017442,0.562641,0.0358,0.236313963,0.070894489,0.076895615,0.017442366,0.562652816,0.035800752
DSDP 608,42.84,-23.09,42.8,-23.1,0.03,0.0010000,Holocene,Meghalayan,Super et al. (2018b),Super et al. (2020),0.227208,0.0737,0.084694,0.016654,0.553768,0.044,0.227202547,0.073698231,0.084691967,0.0166536,0.55375471,0.043998944
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.02,0.0001418,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.242986,0.072778,0.078413,0.01526,0.551708,0.0389,0.242975066,0.072774725,0.078409472,0.015259313,0.551683174,0.03889825
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.1,0.0002835,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.236602,0.069267,0.078017,0.015312,0.561429,0.0394,0.236595612,0.06926513,0.078014894,0.015311587,0.561413842,0.039398936
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.15,0.0003749,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.228119,0.068502,0.080474,0.014632,0.567305,0.041,0.2281117,0.068499808,0.080471425,0.014631532,0.567286847,0.040998688
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.2,0.0004663,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.215424,0.069346,0.081656,0.01746,0.572413,0.0437,0.215424215,0.069346069,0.081656082,0.017460017,0.572413572,0.043700044
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.25,0.0005578,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.229542,0.072801,0.084338,0.015396,0.556948,0.041,0.229536262,0.07279918,0.084335892,0.015395615,0.556934077,0.040998975
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.3,0.0006492,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.234389,0.073189,0.08551,0.015379,0.549379,0.0422,0.234378219,0.073185633,0.085506067,0.015378293,0.54935373,0.042198059
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.34,0.0007223,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.220137,0.070902,0.087002,0.015419,0.563502,0.043,0.220145366,0.070904694,0.087005306,0.015419586,0.563523414,0.043001634
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.4,0.0008320,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.208303,0.068755,0.085943,0.016679,0.574654,0.0457,0.208295918,0.068752662,0.085940078,0.016678433,0.574634462,0.045698446
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.45,0.0009235,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.223634,0.069359,0.08362,0.015427,0.565243,0.0427,0.223637802,0.069360179,0.083621422,0.015427262,0.565252609,0.042700726
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.5,0.0010149,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.232106,0.072459,0.084831,0.015906,0.553166,0.0415,0.232113428,0.072461319,0.084833715,0.015906509,0.553183702,0.041501328
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.55,0.0011063,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.223683,0.07091,0.084169,0.015508,0.563819,0.0419,0.223685461,0.07091078,0.084169926,0.015508171,0.563825202,0.041900461
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.6,0.0011977,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.22438,0.069219,0.0806,0.015841,0.569079,0.0409,0.224375737,0.069217685,0.080598469,0.015840699,0.569068188,0.040899223
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.65,0.0012995,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.213971,0.067698,0.080464,0.015194,0.57988,0.0428,0.213969502,0.067697526,0.080463437,0.015193894,0.579875941,0.0427997
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.7,0.0014942,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.232485,0.067965,0.079904,0.014661,0.565504,0.0395,0.232480583,0.067963709,0.079902482,0.014660721,0.565493256,0.03949925
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.75,0.0016889,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.23806,0.065098,0.077738,0.013841,0.56671,0.0386,0.238048812,0.065094941,0.077734346,0.01384035,0.566683366,0.038598186
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.8,0.0018837,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.240392,0.068087,0.079171,0.014827,0.559954,0.0376,0.240384548,0.068084889,0.079168546,0.01482654,0.559936642,0.037598834
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.85,0.0020784,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.24368,0.069362,0.076207,0.01369,0.561285,0.0358,0.243674152,0.069360335,0.076205171,0.013689671,0.561271529,0.035799141
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.9,0.0022731,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.228908,0.066318,0.080706,0.014127,0.567691,0.0422,0.228919446,0.066321316,0.080710036,0.014127706,0.567719386,0.04220211
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,0.95,0.0024679,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.240146,0.068041,0.078608,0.01396,0.561942,0.0373,0.24014672,0.068041204,0.078608236,0.013960042,0.561943686,0.037300112
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1,0.0026626,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.21333,0.068543,0.08003,0.016158,0.580661,0.0413,0.213325307,0.068541492,0.080028239,0.016157645,0.580648226,0.041299091
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.05,0.0028049,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.228277,0.068969,0.076254,0.015542,0.573122,0.0378,0.228285218,0.068971483,0.076256745,0.01554256,0.573142633,0.037801361
GeoB 7702‐3 (East Mediterranean),31.65,34.07,31.6,34.1,1.1,0.0029122,Holocene,Meghalayan,Castañeda et al. (2010),Castañeda et al. (2010),0.238419,0.070894,0.075022,0.014762,0.563271,0.0376,0.23842663,0.070896269,0.075024401,0.014762472,0.563289025,0.037601203
